Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
931;21100846340;"Journal of Comparative Politics";journal;"13381385";0,139;Q3;2;11;22;549;10;22;0,45;49,91;Slovenia;Eastern Europe;"University of Ljubljana";"2017-2020";"Sociology and Political Science (Q3)"
932;8300153102;"Religion and Human Rights";journal;"18710328, 1871031X";0,139;Q3;9;6;35;286;8;32;0,17;47,67;Netherlands;Western Europe;"Martinus Nijhoff Publishers";"2006-2019";"Religious Studies (Q2); Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
933;16633;"Russian Education and Society";journal;"15580423, 10609393";0,139;Q3;7;0;114;0;23;114;0,11;0,00;United States;Northern America;"M.E. Sharpe Inc.";"1965, 1975, 1986-1987, 1990, 1992-2018";"Sociology and Political Science (Q3); Education (Q4)"
934;21100894873;"World Review of Political Economy";journal;"20428928, 2042891X";0,139;Q3;2;9;30;181;4;30;0,13;20,11;United Kingdom;Western Europe;"Pluto Journals";"2018-2019";"Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4)"
935;21100259514;"Confluenze";journal;"20360967";0,138;Q3;1;43;109;1565;6;107;0,05;36,40;Italy;Western Europe;"Dipartimento di Lingue, Letterature e Culture moderne - Universita di Bologna";"2013-2019";"Cultural Studies (Q2); History (Q2); Anthropology (Q3); Sociology and Political Science (Q3)"
936;5700161893;"Revue Internationale de Politique Comparee";journal;"13700731, 17821533";0,138;Q3;11;0;65;0;15;63;0,16;0,00;Belgium;Western Europe;"Boeck Universite";"2001-2018";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
937;21100215942;"Social Sciences and Missions";journal;"18748945, 18748937";0,138;Q3;3;14;39;481;3;37;0,07;34,36;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2019";"Cultural Studies (Q2); Religious Studies (Q2); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
938;21100244904;"Studia Universitatis Babes-Bolyai Sociologia";journal;"20660464, 12248703";0,138;Q3;5;6;73;164;11;68;0,15;27,33;Romania;Eastern Europe;"Universitatea Babes-Bolyai";"2013-2019";"Sociology and Political Science (Q3)"
939;5600152882;"Cultures et Conflits";journal;"1157996X";0,137;Q3;3;6;73;277;12;71;0,16;46,17;France;Western Europe;"Editions l'Harmattan";"1997, 2016-2020";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
940;17700155038;"Droit et Societe";journal;"19696973, 07693362";0,137;Q3;12;0;55;0;9;52;0,22;0,00;France;Western Europe;"Editions Juridiques Associees";"2001-2017";"Law (Q3); Sociology and Political Science (Q3)"
941;21100899640;"Educational Research for Social Change";journal;"22214070";0,137;Q3;2;13;25;461;12;21;0,57;35,46;South Africa;Africa;"Nelson Mandela University,Faculty of Education";"2018-2019";"Sociology and Political Science (Q3); Education (Q4)"
942;21100278321;"International Journal of China Studies";journal;"21803250";0,137;Q3;10;6;45;267;10;43;0,19;44,50;Malaysia;Asiatic Region;"Institute of China Studies, University of Malaya";"2010-2019";"Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
943;14529;"Eire-Ireland; a journal of Irish studies";journal;"00132683, 15505162";0,136;Q3;12;19;73;1296;7;64;0,12;68,21;United States;Northern America;"Irish American Cultural Institute";"1976-1977, 1979-1980, 1982, 1987, 2000-2019";"Cultural Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Sociology and Political Science (Q3)"
944;19700169859;"Journal of the Study of Radicalism";journal;"19301197, 19301189";0,136;Q3;6;14;40;427;5;18;0,17;30,50;United States;Northern America;"Michigan State University";"2010-2019";"History (Q2); Sociology and Political Science (Q3)"
945;21100842804;"Sociologia Urbana e Rurale";journal;"03924939, 19718403";0,136;Q4;2;12;73;393;8;70;0,11;32,75;Italy;Western Europe;"FrancoAngeli Edizioni";"2017-2019";"Urban Studies (Q3); Demography (Q4); Geography, Planning and Development (Q4); Nature and Landscape Conservation (Q4); Sociology and Political Science (Q4)"
946;16957;"Analise Social";journal;"00032573";0,135;Q4;14;29;95;1336;17;93;0,11;46,07;Portugal;Western Europe;"Instituto de Ciencias Sociais da Universidade de Lisboa";"1977-1978, 1981-1984, 1990, 1993-1994, 1996-2019";"Political Science and International Relations (Q3); Sociology and Political Science (Q4)"
947;12822;"Chinese Education and Society";journal;"19447116, 10611932";0,135;Q4;13;23;108;406;33;97;0,17;17,65;United States;Northern America;"M.E. Sharpe Inc.";"1993-1997, 1999-2020";"Education (Q4); Sociology and Political Science (Q4)"
948;21100456188;"Journal of the Middle East and Africa";journal;"21520844, 21520852";0,135;Q4;7;18;67;217;15;66;0,16;12,06;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2013, 2015-2020";"Cultural Studies (Q2); History (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q4)"
949;21100236209;"Diasporas";journal;"16375823";0,134;Q4;3;11;66;629;3;65;0,05;57,18;France;Western Europe;"Universite de Toulouse-Le Mirail";"2008-2019";"Cultural Studies (Q2); History (Q2); Demography (Q4); Sociology and Political Science (Q4)"
950;21100902912;"European Yearbook of Minority Issues";journal;"15707865, 22116117";0,134;Q4;8;10;40;180;6;37;0,19;18,00;Netherlands;Western Europe;"Brill Academic Publishers";"2001, 2004-2005, 2008, 2010-2020";"Cultural Studies (Q2); Anthropology (Q3); Law (Q3); Geography, Planning and Development (Q4); Sociology and Political Science (Q4)"
951;16800154750;"Middle East Journal of Culture and Communication";journal;"18739857, 18739865";0,134;Q4;10;19;47;810;17;46;0,25;42,63;Netherlands;Western Europe;"Brill Academic Publishers";"2008-2019";"Cultural Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Political Science and International Relations (Q3); Communication (Q4); Sociology and Political Science (Q4)"
952;5600152872;"Societes Contemporaines";journal;"11501944, 19506899";0,134;Q4;16;6;72;303;16;69;0,19;50,50;France;Western Europe;"Presses de Sciences Po";"2001-2019";"Sociology and Political Science (Q4)"
953;19700174730;"Zeitschrift fur Familienforschung (discontinued)";journal;"14372940";0,134;Q4;12;0;62;0;15;53;0,32;0,00;Germany;Western Europe;"Verlag Barbara Budrich";"2008-2018";"Social Sciences (miscellaneous) (Q3); Social Psychology (Q4); Sociology and Political Science (Q4)"
954;5700164093;"Comparative American Studies";journal;"17412676, 14775700";0,133;Q4;5;0;39;0;4;33;0,00;0,00;United Kingdom;Western Europe;"Maney Publishing";"2008-2017";"Cultural Studies (Q2); Arts and Humanities (miscellaneous) (Q3); Sociology and Political Science (Q4)"
955;5700168554;"Cultural and Social History";journal;"14780038, 14780046";0,133;Q4;15;48;105;76;21;101;0,22;1,58;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2020";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q4)"
956;15256;"Korean Journal of Defense Analysis";journal;"19414641, 10163271";0,133;Q4;10;31;88;124;20;88;0,16;4,00;South Korea;Asiatic Region;"Korea Institute for Defense Analyses";"1996-2020";"Political Science and International Relations (Q3); Safety Research (Q4); Sociology and Political Science (Q4)"
957;12365;"Canadian Journal of Law and Society";journal;"08293201, 19110227";0,132;Q4;20;27;66;1407;18;63;0,31;52,11;United Kingdom;Western Europe;"Cambridge University Press";"1986-2019";"Law (Q3); Sociology and Political Science (Q4)"
958;21100843483;"Politiche Sociali";journal;"22842098, 25316389";0,132;Q4;5;0;104;0;14;96;0,11;0,00;Italy;Western Europe;"Societa Editrice Il Mulino";"2014-2018";"Sociology and Political Science (Q4)"
959;5600156881;"Intellectual Discourse";journal;"01284878";0,131;Q4;6;46;103;1535;26;95;0,12;33,37;Malaysia;Asiatic Region;"International Islamic University Malaysia";"2011-2019";"Philosophy (Q3); Sociology and Political Science (Q4)"
960;21100396382;"Materiali per una Storia della Cultura Giuridica";journal;"11209607";0,131;Q4;2;36;83;1421;7;83;0,10;39,47;Italy;Western Europe;"Societa Editrice Il Mulino";"2015-2019";"Law (Q3); Sociology and Political Science (Q4)"
961;21100461943;"Modern Problems of Radio Engineering, Telecommunications and Computer Science, Proceedings of the 13th International Conference on TCSET 2016";conference and proceedings;"-";0,131;-;11;0;252;0;131;250;0,00;0,00;United States;Northern America;"";"";"Health (social science); Public Administration; Sociology and Political Science; Strategy and Management"
962;87222;"Review of Politics";journal;"00346705";0,131;Q4;19;39;103;1286;19;99;0,18;32,97;United Kingdom;Western Europe;"Cambridge University Press";"1939-2019";"Political Science and International Relations (Q3); Sociology and Political Science (Q4)"
963;18192;"Soziale Welt";journal;"00386073";0,131;Q4;15;5;65;259;13;62;0,17;51,80;Germany;Western Europe;"Nomos Verlagsgesellschaft mbH und Co";"1996-2019";"Sociology and Political Science (Q4)"
964;21100838801;"African Evaluation Journal";journal;"23065133, 23104988";0,130;Q4;3;7;29;256;11;27;0,41;36,57;South Africa;Africa;"AOSIS (Pty) Ltd";"2017-2019";"Development (Q4); Sociology and Political Science (Q4)"
965;21100902545;"Journal of English as an International Language";journal;"22002014";0,130;Q4;2;12;14;515;6;12;0,50;42,92;Australia;Pacific Region;"";"2018-2019";"Language and Linguistics (Q3); Linguistics and Language (Q3); Sociology and Political Science (Q4)"
966;5600156898;"Journal of Social Structure";journal;"15291227";0,130;Q4;5;10;9;576;3;9;0,38;57,60;United States;Northern America;"Carnegie Mellon University";"2012-2019";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
967;21100867938;"Open Library of Humanities";journal;"20566700";0,130;Q4;5;33;97;1552;24;95;0,17;47,03;United Kingdom;Western Europe;"Open Library of Humanities";"2015-2019";"Cultural Studies (Q2); Anthropology (Q3); Arts and Humanities (miscellaneous) (Q3); Sociology and Political Science (Q4)"
968;5700168382;"Raisons Politiques";journal;"12911941, 19506708";0,130;Q4;12;26;107;1058;17;101;0,20;40,69;France;Western Europe;"Presses de Sciences Po";"2001-2019";"Political Science and International Relations (Q3); Sociology and Political Science (Q4)"
969;13474;"Africa Development/Afrique et Developpement";journal;"08503907";0,129;Q4;11;11;106;149;31;96;0,32;13,55;Senegal ;Africa;"Council for the Development of Social Science Research in Africa";"1978-1979, 1981-1986, 1990, 1994-1995, 2007-2019";"Political Science and International Relations (Q3); Development (Q4); Sociology and Political Science (Q4)"
970;21100889438;"International Journal of Pluralism and Economics Education";journal;"17575656, 17575648";0,129;Q4;1;20;24;706;4;24;0,17;35,30;Switzerland;Western Europe;"Inderscience Enterprises Ltd.";"2018-2019";"Economics, Econometrics and Finance (miscellaneous) (Q4); Education (Q4); Sociology and Political Science (Q4)"
971;21100828754;"Journal of Comparative Social Work";journal;"08099936";0,129;Q4;1;12;13;376;3;10;0,30;31,33;Norway;Western Europe;"University of Stavanger, Department of Social Studies";"2017-2019";"Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
972;21100463515;"MODULARITY 2016 - Proceedings of the 15th International Conference on Modularity";conference and proceedings;"-";0,129;-;4;0;18;0;7;14;0,00;0,00;United States;Northern America;"";"";"Computer Networks and Communications; Computer Science Applications; Information Systems and Management; Sociology and Political Science; Urban Studies"
973;21100798100;"Proceedings - 2016 26th International Workshop on Power and Timing Modeling, Optimization and Simulation, PATMOS 2016";conference and proceedings;"-";0,129;-;5;0;49;0;31;47;0,66;0,00;United States;Northern America;"";"";"Artificial Intelligence; Computer Networks and Communications; Cultural Studies; Economics, Econometrics and Finance (miscellaneous); Human-Computer Interaction; Modeling and Simulation; Sociology and Political Science"
974;19900193554;"Revista de Derecho Comunitario Europeo";journal;"19895569, 11384026";0,129;Q4;5;28;89;785;10;68;0,13;28,04;Spain;Western Europe;"Centro de Estudios Politicos y Constitucionales";"2008-2019";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q4)"
975;5700160810;"Boundary 2";journal;"01903659, 15272141";0,128;Q4;21;45;118;1463;26;109;0,22;32,51;United States;Northern America;"Duke University Press";"2002-2019";"History (Q2); Literature and Literary Theory (Q2); Cultural Studies (Q3); Sociology and Political Science (Q4)"
976;21100258854;"International Journal of Interdisciplinary Social and Community Studies";journal;"23247584, 23247576";0,128;Q4;2;8;36;359;4;36;0,05;44,88;United States;Northern America;"Common Ground Research Networks";"2013-2019";"Cultural Studies (Q2); Sociology and Political Science (Q4)"
977;5700160350;"Israel Studies";journal;"10849513, 1527201X";0,128;Q4;3;26;73;1302;16;72;0,22;50,08;United States;Northern America;"Indiana University Press";"2001, 2017-2020";"History (Q2); Anthropology (Q3); Cultural Studies (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q4)"
978;5600155107;"Journal of Australian Studies";journal;"0314769X, 14443058";0,128;Q4;16;38;106;585;39;96;0,45;15,39;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1977-2020";"History (Q2); Literature and Literary Theory (Q2); Cultural Studies (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q4)"
979;21100886544;"Journal of Contemporary East Asia Studies";journal;"24761028, 24761036";0,128;Q4;1;12;22;557;9;21;0,43;46,42;United Kingdom;Western Europe;"Routledge";"2017-2020";"Cultural Studies (Q2); Development (Q4); Sociology and Political Science (Q4)"
980;4400151416;"Muslim World Journal of Human Rights";journal;"15544419";0,128;Q4;11;3;17;122;5;17;0,36;40,67;Germany;Western Europe;"Walter de Gruyter GmbH";"2006-2007, 2009-2019";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q4)"
981;17784;"Research in the Sociology of Health Care";book series;"02754959";0,128;Q4;10;0;41;0;10;27;0,64;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1991, 1996, 2000-2018";"Nursing (miscellaneous) (Q4); Public Health, Environmental and Occupational Health (Q4); Sociology and Political Science (Q4)"
982;21100229170;"Revista Portuguesa de Estudos Regionais";journal;"1645586X";0,128;Q4;4;9;54;427;7;52;0,19;47,44;Portugal;Western Europe;"Associacao Portuguesa para o Desenvolvimento Regional (APDR)";"2012-2019";"Urban Studies (Q3); Geography, Planning and Development (Q4); Sociology and Political Science (Q4)"
983;21100812584;"Revista Republicana";journal;"19094450, 22565027";0,128;Q4;2;8;57;278;7;57;0,13;34,75;Colombia;Latin America;"Corporacion Universitaria Republicana";"2016-2019";"Law (Q3); Sociology and Political Science (Q4)"
984;21100896853;"Small Axe";journal;"15346714, 07990537";0,128;Q4;1;39;51;561;6;40;0,15;14,38;United States;Northern America;"Duke University Press";"2018-2019";"Cultural Studies (Q2); Literature and Literary Theory (Q2); Sociology and Political Science (Q4)"
985;19177;"History of Political Thought";journal;"0143781X";0,127;Q4;21;27;91;64;22;89;0,19;2,37;United Kingdom;Western Europe;"Imprint Academic";"1984, 1987, 1996-2020";"History (Q2); Philosophy (Q3); Sociology and Political Science (Q4)"
986;11700154341;"Mediterranean Studies";journal;"1074164X, 21614741";0,127;Q4;5;9;28;638;1;26;0,06;70,89;United Kingdom;Western Europe;"Manchester University Press";"2001, 2007-2010, 2012-2019";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Sociology and Political Science (Q4)"
987;21100861121;"Politique Europeenne";journal;"16236297, 21052875";0,127;Q4;2;0;69;0;8;61;0,13;0,00;France;Western Europe;"Institut francais des relations internationales (IFRI)";"2017-2018";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
988;16583;"Quaderni Storici";journal;"03016307";0,127;Q4;9;0;115;0;10;104;0,04;0,00;Italy;Western Europe;"Societa Editrice Il Mulino";"1976-1977, 1979-1987, 1999, 2001-2018";"History (Q2); Sociology and Political Science (Q4)"
989;5700162050;"Revue Francaise d'Administration Publique";journal;"01527401";0,127;Q4;14;17;191;387;28;189;0,23;22,76;France;Western Europe;"Ecole Nationale d'Administration";"2002-2019";"Public Administration (Q4); Sociology and Political Science (Q4)"
990;19900192704;"Romanian Journal of Political Science";journal;"20687613, 1582456X";0,127;Q4;9;0;23;0;5;23;0,31;0,00;Romania;Eastern Europe;"Publishing House of the Romanian Academy";"2009-2013, 2015-2018";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
991;21100469588;"2015 Conference on Power, Control, Communication and Computational Technologies for Sustainable Growth, PCCCTSG 2015";conference and proceedings;"-";0,126;-;5;0;62;0;41;61;0,00;0,00;United States;Northern America;"";"";"Business and International Management; Computer Networks and Communications; Health Information Management; Sociology and Political Science; Tourism, Leisure and Hospitality Management"
992;19700182415;"Good Society";journal;"10890017, 15389731";0,126;Q4;6;0;57;0;9;50;0,09;0,00;United States;Northern America;"Penn State University Press";"2010-2018";"Philosophy (Q3); Sociology and Political Science (Q4)"
993;21100884991;"International Journal of Criminology and Sociology";journal;"19294409";0,126;Q4;1;10;18;312;4;18;0,22;31,20;Canada;Northern America;"Lifescience Global";"2018-2019";"Cultural Studies (Q3); Law (Q3); Sociology and Political Science (Q4)"
994;21100451196;"Online Journal Modelling the New Europe";journal;"22470514";0,126;Q4;3;15;92;675;20;91;0,31;45,00;Romania;Eastern Europe;"Faculty of European Studies, Babes-Bolyai University";"2015-2019";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
995;21100239603;"Public Reason";journal;"20657285, 20658958";0,126;Q4;5;0;19;0;2;18;0,00;0,00;Romania;Eastern Europe;"The Center for the Study of Rationality and Beliefs, University of Bucharest";"2012-2018";"Philosophy (Q3); Sociology and Political Science (Q4)"
996;26615;"Afrique Contemporaine";journal;"00020478";0,125;Q4;9;0;184;0;24;165;0,05;0,00;Belgium;Western Europe;"Boeck Universite";"1982, 1985, 1987-1988, 1990, 1992-1993, 2003-2018, 2020";"Cultural Studies (Q3); Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
997;21100786313;"Business, Peace and Sustainable Development";journal;"20518757, 20591586";0,125;Q4;4;0;21;0;6;18;0,40;0,00;United Kingdom;Western Europe;"Greenleaf Publishing";"2013-2017";"Business and International Management (Q4); Geography, Planning and Development (Q4); Sociology and Political Science (Q4)"
998;21100929891;"Changing Societies and Personalities";journal;"25876104, 25878964";0,125;Q4;0;9;1;197;0;1;0,00;21,89;Russian Federation;Eastern Europe;"Ural Federal University";"2018-2019";"Cultural Studies (Q3); Social Psychology (Q4); Sociology and Political Science (Q4)"
999;5600152864;"Education et Societes";journal;"1373847X, 17821428";0,125;Q4;13;0;72;0;13;72;0,16;0,00;Belgium;Western Europe;"Boeck Universite";"2001-2018";"Education (Q4); Sociology and Political Science (Q4)"
1000;21100811135;"Energy, Environment and Green Building Materials - Proceedings of the International Conference on Energy, Environment and Green Building Materials, EEGBM 2014";conference and proceedings;"-";0,125;-;0;0;1;0;0;1;0,00;0,00;United States;Northern America;"";"";"Sociology and Political Science"
1001;5600152881;"Human Affairs";journal;"12103055, 1337401X";0,125;Q4;12;44;117;1162;25;113;0,18;26,41;Germany;Western Europe;"Walter de Gruyter GmbH";"2001, 2007-2020";"Law (Q3); Philosophy (Q3); Sociology and Political Science (Q4)"
1002;21100784268;"International Human Rights Law Review";journal;"22131027, 22131035";0,125;Q4;4;11;33;275;6;33;0,14;25,00;Netherlands;Western Europe;"Brill Academic Publishers";"2012-2019";"Law (Q4); Sociology and Political Science (Q4)"
1003;22166;"Osteuropa";journal;"00306428";0,125;Q4;9;50;1;1966;0;1;0,00;39,32;Germany;Western Europe;"Berliner Wissenschafts-Verlag";"1974, 1976, 1978-1979, 1984, 1986, 1996-2014, 2017, 2019";"Sociology and Political Science (Q4)"
1004;6500153163;"Parliamentary History";journal;"02642824";0,125;Q4;11;22;77;0;9;69;0,13;0,00;United States;Northern America;"Wiley-Blackwell";"1982-2020";"History (Q2); Sociology and Political Science (Q4)"
1005;4700153512;"Research in the Sociology of Education";book series;"14793539";0,125;Q4;10;0;15;0;17;1;0,00;0,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2003, 2006, 2008, 2010, 2012, 2016, 2018";"Education (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1006;21100427160;"Rulers and Elites";book series;"22114629, 22114610";0,125;Q4;5;0;16;0;0;1;0,00;0,00;Netherlands;Western Europe;"Brill Academic Publishers";"2011, 2013, 2017";"History (Q2); Economics, Econometrics and Finance (miscellaneous) (Q4); Sociology and Political Science (Q4)"
1007;21100856758;"Series on Contemporary China";book series;"17930847";0,125;Q4;1;27;40;801;2;1;2,00;29,67;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2017-2020";"History (Q2); Anthropology (Q3); Cultural Studies (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1008;21100425312;"Social and Critical Theory";book series;"1572459X";0,125;Q4;8;0;1;0;0;1;0,00;0,00;Netherlands;Western Europe;"Entomological Society of Canada";"2007, 2009-2013, 2017";"Philosophy (Q3); Sociology and Political Science (Q4)"
1009;21100406934;"Studies in Global Social History";book series;"18746705";0,125;Q4;7;0;19;0;4;1;4,00;0,00;Netherlands;Western Europe;"Brill Academic Publishers";"2008-2013, 2017";"History (Q2); Cultural Studies (Q3); Demography (Q4); Sociology and Political Science (Q4)"
1010;21100782480;"VISIGRAPP 2016 - Proceedings of the 11th Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications";conference and proceedings;"-";0,125;-;0;0;1;0;0;1;0,00;0,00;Portugal;Western Europe;"";"";"Computer Networks and Communications; Computer Science Applications; Information Systems and Management; Sociology and Political Science; Urban Studies"
1011;5600155212;"Analyse und Kritik";journal;"01715860";0,124;Q4;8;24;68;823;15;64;0,14;34,29;Germany;Western Europe;"Walter de Gruyter";"2011-2019";"Philosophy (Q3); Sociology and Political Science (Q4)"
1012;21100901027;"Annali di Ca Foscari Serie Orientale";journal;"11253789, 23853042";0,124;Q4;1;22;28;1080;4;26;0,15;49,09;Italy;Western Europe;"Edizioni Ca Foscari";"2018-2019";"Religious Studies (Q2); Cultural Studies (Q3); Linguistics and Language (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1013;24770;"Arbor";journal;"02101963, 1988303X";0,124;Q4;13;44;184;1620;38;169;0,19;36,82;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"1973-1974, 1977, 1982, 1996-2019";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Sociology and Political Science (Q4)"
1014;21100825849;"Archivio di Studi Urbani e Regionali";journal;"00040177, 19718519";0,124;Q4;2;10;63;429;7;63;0,11;42,90;Italy;Western Europe;"FrancoAngeli Edizioni";"2017-2019";"Urban Studies (Q3); Sociology and Political Science (Q4)"
1015;5600152968;"Caderno CRH";journal;"01034979";0,124;Q4;9;40;133;1520;15;117;0,12;38,00;Brazil;Latin America;"EDUFBA - Editora Universttaria";"2009-2019";"Cultural Studies (Q3); Sociology and Political Science (Q4)"
1016;21100824547;"History and Sociology of South Asia";journal;"22308075, 22495312";0,124;Q4;3;2;34;0;5;34;0,17;0,00;United Kingdom;Western Europe;"SAGE Publications Ltd";"2011-2019";"History (Q2); Cultural Studies (Q3); Sociology and Political Science (Q4)"
1017;21100897230;"Studies in Church History";book series;"04242084, 20590644";0,124;Q4;1;35;24;2142;3;23;0,13;61,20;United Kingdom;Western Europe;"Cambridge University Press";"2018-2019";"History (Q2); Religious Studies (Q2); Sociology and Political Science (Q4)"
1018;21100307490;"Cahiers des Ameriques Latines";book series;"11417161";0,123;Q4;5;16;74;540;4;70;0,07;33,75;France;Western Europe;"Institut des Hautes Etudes de l'Amerique Latine (IHEAL)";"1972, 1976, 1978-1979, 1987, 2001-2002, 2012-2019";"Cultural Studies (Q3); Urban Studies (Q3); Demography (Q4); Sociology and Political Science (Q4)"
1019;23567;"Estudios de Asia y Africa";journal;"01850164";0,123;Q4;2;21;66;736;5;65;0,04;35,05;Mexico;Latin America;"Colegio de Mexico, A.C., Departamento de Publicaciones";"1984, 2014-2019";"Anthropology (Q3); Cultural Studies (Q3); Language and Linguistics (Q3); Linguistics and Language (Q3); Sociology and Political Science (Q4)"
1020;21100833040;"Geopolitica(s)";journal;"21727155, 21723958";0,123;Q4;2;15;24;681;5;23;0,22;45,40;Spain;Western Europe;"Universidad Complutense de Madrid";"2017-2019";"Geography, Planning and Development (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1021;14000155892;"Insight Turkey";journal;"1302177X";0,123;Q4;19;40;153;1501;30;96;0,33;37,53;Turkey;Middle East;"SETA";"2009-2019";"Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1022;5700164110;"Retraite et Societe";journal;"11674687";0,122;Q4;9;0;58;0;4;49;0,00;0,00;France;Western Europe;"Documentation Francaise";"2001-2009, 2011-2018";"Industrial Relations (Q4); Organizational Behavior and Human Resource Management (Q4); Sociology and Political Science (Q4)"
1023;19700190300;"WSEAS Transactions on Power Systems (discontinued)";journal;"17905060, 2224350X";0,122;Q4;12;19;41;376;15;41;0,37;19,79;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2010-2014, 2018-2019";"Anthropology (Q3); Cultural Studies (Q3); Electrical and Electronic Engineering (Q4); Energy (miscellaneous) (Q4); Industrial and Manufacturing Engineering (Q4); Sociology and Political Science (Q4); Urban Studies (Q4)"
1024;21100258751;"International Journal of Social Sustainability in Economic, Social and Cultural Context";journal;"2325114X, 23251115";0,121;Q4;3;9;42;435;8;42;0,27;48,33;United States;Northern America;"Common Ground Research Networks";"2013-2019";"Environmental Science (miscellaneous) (Q4); Geography, Planning and Development (Q4); Sociology and Political Science (Q4)"
1025;19900192529;"Journal of Iberian and Latin American Research";journal;"21519668, 13260219";0,121;Q4;7;14;61;0;6;59;0,05;0,00;United Kingdom;Western Europe;"Routledge";"1995-2008, 2010-2019";"Literature and Literary Theory (Q2); Cultural Studies (Q3); Sociology and Political Science (Q4)"
1026;5700162134;"Journal of Modern Jewish Studies";journal;"14725886";0,121;Q4;5;46;90;1867;15;81;0,20;40,59;United Kingdom;Western Europe;"Routledge";"2002, 2010-2020";"Cultural Studies (Q3); History (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
1027;25902;"South African Journal on Human Rights";journal;"02587203, 19962126";0,121;Q4;11;16;77;0;22;71;0,28;0,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1986, 1992-1993, 2008-2020";"Law (Q4); Sociology and Political Science (Q4)"
1028;21100898604;"Vibrant Virtual Brazilian Anthropology";journal;"18094341";0,121;Q4;1;9;33;199;3;33;0,09;22,11;Brazil;Latin America;"Brazilian Anthropology Association";"2018-2019";"Anthropology (Q3); Cultural Studies (Q3); Sociology and Political Science (Q4); Urban Studies (Q4)"
1029;5700153945;"Alternative Law Journal";journal;"1037969X";0,120;Q4;9;63;188;0;30;124;0,15;0,00;United States;Northern America;"SAGE Publications Inc.";"2009-2020";"Law (Q4); Sociology and Political Science (Q4)"
1030;20600195533;"Baltic Journal of Law and Politics";journal;"20290454";0,120;Q4;5;8;50;280;15;50;0,33;35,00;Lithuania;Eastern Europe;"Vytautas Magnus University";"2012-2019";"Law (Q4); Sociology and Political Science (Q4)"
1031;5600155308;"Canadian Slavonic Papers";journal;"00085006";0,120;Q4;11;22;64;1188;8;56;0,10;54,00;Canada;Northern America;"Canadian Association of Slavists";"1977-1979, 1996-2020";"Literature and Literary Theory (Q2); Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); History (Q3); Language and Linguistics (Q3); Linguistics and Language (Q3); Philosophy (Q3); Sociology and Political Science (Q4)"
1032;16500154711;"Hobbes Studies";journal;"09215891, 18750257";0,120;Q4;7;12;31;417;7;30;0,19;34,75;Netherlands;Western Europe;"Brill Academic Publishers";"1989-1990, 1992, 1994, 1996-2019";"History (Q3); Philosophy (Q3); Sociology and Political Science (Q4)"
